word,predicted_remaining_words
orcas,516.4605303731113
spire,516.5521122417516
lieus,516.5861856305891
cites,516.6395312981806
shire,517.0328399629972
maire,517.068609312365
arcos,517.3472093740364
lazes,517.6315140302189
plies,517.740826395313
spaed,517.9209065679927
carts,518.1305889608386
acros,518.3889916743755
moues,518.4922910884983
slain,518.7360468701818
times,518.9224483502929
haste,518.936016034536
beaus,519.0891150169596
doser,519.1048411964231
sabir,519.459605303731
riems,519.5391612704287
poser,519.8077397471476
bones,519.8265494912118
raiks,519.8344125809435
socle,519.9492753623188
yarns,519.9683934628431
sepad,519.9765649090348
donas,520.1549491211841
certs,520.2130743139069
lipes,520.3243909959913
baste,520.423065063213
telia,520.4247610237435
cakes,520.9986123959297
starn,521.0155720012334
tokes,521.0718470551958
piers,521.0881899475794
tirls,521.1931853222326
kames,521.2516188714153
lases,521.2825316065372
doris,521.3154486586494
ceils,521.4722479185939
wires,521.5655257477645
cines,521.5753931544866
siker,521.8071230342275
sores,522.1406876349059
perns,522.5240518038852
keirs,522.6023743447425
makes,522.7448350292939
rakis,522.8214616096208
feals,522.922910884983
weals,522.9489670058588
ditas,522.9651557200123
hoser,523.1099290780141
degas,523.1455442491521
liane,523.1586493987049
naves,523.1717545482578
mites,523.1732963305582
arson,523.686555658341
anils,523.9967622571694
farse,524.0067838421214
stake,524.0411655874191
caret,524.3106691335183
oyers,524.3576934936788
nerds,524.4047178538391
ornis,524.40888066605
marts,524.7258711069996
simar,524.8407338883751
surat,524.840888066605
sonde,525.0309898242365
tacos,525.1261177921676
deair,525.2491520197348
irons,525.3993216157878
coals,525.5092506938021
amens,525.5912735121801
helos,525.7904717853838
heads,526.0069380203516
tinea,526.1090040086341
tunes,526.2804502004317
leafs,526.3041936478569
stern,526.3691026827014
terms,526.4915201973481
steil,526.4975331483197
porae,526.7715078630898
aulos,527.0038544557509
morae,527.0741597286464
ajies,527.1000616712922
hanse,527.2992599444957
dorse,527.4045636756091
snail,528.0217391304348
speat,528.0388529139686
reiks,528.1312056737588
dines,528.1819303114399
tases,528.2606382978724
alien,528.3837496145545
ramie,528.5723095898859
faros,528.6483194572927
sture,528.6510946654333
peons,528.6930311440025
alods,528.7505396238051
strad,528.8607770582794
sehri,529.300339192106
slaes,529.4200585877273
olpes,529.6205673758864
narcs,529.6395312981806
asper,529.750077089115
steam,529.7835337650325
toils,529.9481961147086
layer,530.1225716928769
skier,530.4807277212458
mines,530.5148011100832
fires,530.5576626580327
rends,530.6179463459762
biles,530.7355843354918
halos,530.7485353068146
tsade,530.90918902251
laxes,531.1686709836572
idles,531.1768424298489
daurs,531.1879432624114
lehrs,531.5928152944805
cures,531.5985198889916
tajes,531.6629663891459
pines,531.7405180388529
aside,531.7452975639839
fetas,531.9394079555966
parts,532.0396238051187
sopra,532.2861547949431
yeast,532.3868331791549
rated,532.481961147086
sidle,532.4899784150477
gaols,532.5131051495529
stied,532.8134443416591
loams,532.8319457292631
usnea,532.8826703669442
speal,532.9856614246069
acmes,533.0476410730805
herns,533.1201048411964
delts,533.2508479802652
laics,533.3598519888991
cased,533.5220474868948
sheal,533.7901634289238
loner,534.3259327782918
fades,534.5061671292013
nirls,534.5371569534382
swear,534.6116250385446
aired,534.677613320999
wries,535.0319148936171
luser,535.1705211224175
roids,535.2938637064447
tarps,535.3908418131359
colas,535.477181621955
taxes,535.4884366327474
odals,535.6287388220784
mesal,535.6737588652483
dater,535.6749922910884
samek,535.8553808202281
talus,535.8852913968549
lyase,535.9989207523898
omers,536.0164970706137
onset,536.0444033302497
harns,536.1147086031451
cosie,536.1572617946346
sower,536.1939562133828
pails,536.2277212457602
wetas,536.3287079864323
carle,536.3751156336725
snake,536.6714461917978
mails,536.7397471477027
diels,536.9856614246069
seity,537.0576626580327
ribas,537.1296638914586
moats,537.2032069071847
saheb,537.2517730496456
slide,537.2781375269813
weros,537.4443416589577
smote,537.5892691951896
satyr,537.7035152636447
perts,537.9323157570151
onces,538.0061671292015
cesta,538.1919518963922
zoeas,538.2369719395622
beads,538.2960222016652
leash,538.4905951279678
feats,538.4956830095591
janes,538.6248843663275
poise,538.7656490903485
palis,538.7798334875115
aryls,538.9318532223251
paler,538.9828862164662
crues,539.0104841196423
shiel,539.0592044403331
manos,539.0826395312981
resod,539.1450817144621
stoep,539.1583410422448
spean,539.2559358618563
cause,539.572772124576
cafes,539.7688868331792
tiges,539.8624730188097
morse,540.0277520814061
ousel,540.1740672217084
marle,540.2637989515881
ryals,540.3717237126118
malis,540.4465001541782
snoep,540.4745605920443
presa,540.6059204440332
haler,540.6520197348135
lader,540.6888683317916
parle,540.8145235892691
nides,540.8837496145544
paren,540.9798026518656
sonce,541.3522972556274
rayle,541.4653098982424
nazes,541.5568917668825
coats,541.5827937095282
alone,541.6117792167747
tosed,541.7028985507246
dures,541.7169287696577
steno,541.7718162195498
spade,541.9147394387912
gites,541.9620721554116
fries,542.0436324390996
hakes,542.2750539623804
corse,542.336416897934
sient,542.4929078014184
pause,542.5783225408572
lacer,542.840888066605
sneap,542.9071847055196
louse,542.9304656182546
ogles,543.2247918593895
ramet,543.2540857230958
scena,543.4586802343509
faces,543.5083256244218
salve,543.8959296947273
seamy,544.2411347517732
diets,544.4115016959605
spiel,544.6555658341042
biers,544.7587110699968
ayrie,545.7469935245143
weans,545.8152944804194
soree,545.827166204132
slaid,545.8288621646625
touse,545.8538390379279
molas,546.1470860314523
lapis,546.1537156953437
amirs,546.1964230650632
autos,546.3852913968547
sined,546.4164353993215
latus,546.5010792476103
losed,546.554887449892
owres,546.6618871415357
sayon,546.740672217083
owies,546.8035769349369
denis,546.8459759481962
safed,546.9261486278141
lands,546.926456984274
orfes,547.1053037311132
bites,547.3839037927844
moans,547.4152019734813
anole,547.6390687634907
heils,547.6472402096823
hails,547.6515572001233
ronts,547.9281529448042
cater,548.0442491520197
larks,548.1549491211841
breis,548.1860931236508
dorsa,548.2343509096515
mures,548.2528522972556
yetis,548.4119642306507
slant,548.4756398396547
earnt,548.6298180696884
carte,548.990903484428
shade,549.0450200431701
strep,549.0940487203209
alert,549.2485353068148
abets,549.3618563058897
mased,549.4705519580635
tamer,549.5465618254702
lamer,549.5707678075855
dants,549.6310514955289
salop,549.6688251618871
caner,549.9164353993217
lotsa,550.1069996916436
aitus,550.2044403330251
sires,550.3449737897008
roves,550.6640456367561
seare,550.7841504779525
loins,551.0226641998149
wades,551.0644465001543
tamis,551.0764724020968
lomas,551.2391304347826
sault,551.3297872340426
slope,551.3928461301266
toile,551.5895775516498
serow,551.9730188097442
ouens,552.1336725254394
wairs,552.2728954671601
agros,552.5940487203208
speir,552.940641381437
mater,552.9768732654949
salut,553.054116558742
horse,553.0689176688252
erics,553.0954363243908
leant,553.2035152636448
pater,553.4176688251619
bakes,553.6805427073697
swale,553.8587727412889
fames,553.8638606228801
seals,553.878122109158
icers,553.9620721554116
sured,554.0121800801726
taper,554.0377736663584
noils,554.3765032377429
toner,554.4164353993217
pures,554.5087881591119
antre,554.6170212765958
tapis,554.8914585260561
aspie,554.899938328708
krais,555.0308356460068
besat,555.2622571692876
resaw,555.4559050262103
codes,555.559204440333
perai,555.8669441874807
likes,555.9586802343508
meous,556.0536540240518
trons,556.0662966389148
eales,556.1059975331482
bines,556.1410730804811
miser,556.2033610854147
metis,556.245143385754
sield,556.3792784458834
seiza,556.3970089423374
fairs,556.4511255010793
hoise,556.573080481036
shero,556.6053037311133
stain,556.6436941103916
ileus,556.7434474252236
lions,557.0087881591119
coset,557.3246993524514
barns,557.3711069996917
ceria,557.4586802343508
antis,557.5319148936169
harts,557.5437866173297
lated,557.6515572001234
rimae,557.777366635831
cains,557.9056429232193
duras,558.0572001233426
oaker,558.0982115325316
veals,558.2466851680542
lords,558.3146777674992
islet,558.3840579710145
hause,558.6154794942954
saros,558.6305118717237
rudes,559.218162195498
tiler,559.4168979340118
weirs,559.422139993833
aider,559.5852605612088
ohias,559.663428923836
goals,559.722941720629
lynes,559.8478260869565
styre,559.9292321924144
epris,560.1780758556893
crans,560.1876349059512
rouls,560.4848905334566
salic,560.5200431699044
unais,560.5534998458218
mensa,560.7489978415048
lends,561.0559666975023
ramen,561.3485969781068
sutra,561.6330558125193
beast,561.6742213999383
domes,561.7392846130127
derat,561.7647240209682
bails,561.9418748072771
pains,562.0111008325624
asker,562.0972864631515
abris,562.1312056737589
slice,562.1578785075549
haole,562.3288621646623
okras,562.3707986432316
scone,562.4041011409188
lytes,562.4395621338267
monas,562.5143385753931
staid,562.5698427382052
soken,562.9463459759481
eosin,563.0107924761023
segol,563.1242676534073
trays,563.2286463151403
aimer,563.2835337650322
modes,563.4367869256861
dosai,563.5414739438792
rumes,563.7308048103607
wames,563.7897008942336
celts,563.8114400246685
lowes,563.8233117483812
louis,564.0555041628122
penis,564.1086956521739
pebas,564.2695035460993
lours,564.3216157878508
tates,564.3431236509405
kiers,564.3712611779218
nerol,564.404409497379
urate,564.4293863706444
goats,564.5308356460066
rayne,564.5806352143077
sawed,564.7682701202593
ciels,564.7693493678694
slime,564.8954671600371
peins,564.931853222325
goels,565.1037619488127
abyes,565.2423681776135
prose,565.2775208140611
fones,565.3846746839346
ratio,565.3953129818071
meins,565.5217391304348
tikes,565.5602836879433
irade,565.7721245760099
stein,565.8905334566758
mains,566.0006167129203
hosel,566.0066296638914
duars,566.118717237126
stray,566.172525439408
saury,566.236046870182
senas,566.413428923836
sewan,566.4716312056737
resid,566.4828862164663
heast,566.5977489978414
tenia,566.690255935862
roses,566.7533919210607
bosie,566.8617021276596
gaits,567.0914276904101
karts,567.1040703052729
baits,567.13644773358
trams,567.145390070922
kites,567.3559975331484
redia,567.63660191181
adore,567.6481652790626
manis,567.6796176379895
levas,567.7425223558432
cards,568.0470243601603
taigs,568.0707678075855
aline,568.1150169596053
linos,568.1700585877275
atone,568.3114400246685
yeahs,568.3580018501389
peags,568.8029602220166
horis,568.8504471168671
adits,568.9446500154179
smile,569.0763182238668
aiery,569.4065679925995
comes,569.9074930619797
ocrea,570.1134751773048
stope,570.4639222941721
arled,570.5061671292015
poets,570.5891150169597
coirs,570.59111933395
leary,570.6426148627814
geits,570.6625038544557
dopes,570.6634289238359
melts,570.6827012025902
kerns,570.7230958988591
relay,570.8812827628739
togas,570.9349367869256
souce,570.9458834412582
daine,571.036386062288
saris,571.2783687943263
tabis,571.3583102065988
rosit,571.6419981498611
labis,571.649707061363
namer,571.854609929078
swore,571.9512796793093
seans,572.109235275979
smite,572.1811594202899
dents,572.3825161887141
emirs,572.4355534998457
floes,572.4574468085107
sades,572.5452513105149
tolar,572.5479494295405
heaps,572.6244218316374
trems,572.6851680542708
serif,572.7382053654025
sabot,572.7526981190256
aches,573.058433549183
shote,573.063367252544
zeals,573.0753931544866
ergos,573.3012642614865
boats,573.3145235892691
miros,573.4716312056738
slipe,573.5006167129202
roist,573.5499537465311
waste,573.5518038852914
avers,573.6430773974714
noter,573.649707061363
dorts,573.6566450817145
alure,573.7166204131977
anile,573.7921677459143
steak,574.0257477644158
vires,574.1167129201357
space,574.3368794326241
shone,574.4190564292322
blase,575.1648165279063
maile,575.1766882516189
obias,575.4418748072774
siree,575.4502004316987
talcs,575.4825778600062
rudas,575.8817452975641
reifs,575.9596053037311
beams,576.0945112550108
coate,576.281991982732
nomas,576.3971631205674
kaons,576.45451742214
palet,576.4873573851372
scape,576.4978415047797
hater,576.5752389762566
solah,576.6250385445576
scrat,576.6255010792477
lacet,577.0342275670675
spile,577.0612087573234
inset,577.0997533148319
sofar,577.1756090040088
tends,577.3469010175763
irone,577.4389454209065
rance,577.4602220166513
raths,577.5834104224483
trade,577.6518655565834
bemas,577.6813135985199
false,577.9722479185938
refis,578.0007708911502
ronte,578.1032994141226
tahrs,578.3384212149243
tynes,578.355072463768
saunt,578.5101757631822
liter,578.6366019118102
karns,578.7505396238051
pards,578.8504471168671
neist,578.9979956830095
treys,579.3354918285538
fleas,579.4767190872648
soras,579.5256706753006
dirls,579.7628738822077
sorex,579.9457292630282
aloed,579.9574468085107
haems,580.0021584952203
soles,580.3241597286464
hains,580.3620104841197
prats,580.3997841504779
yards,580.5211224175146
seats,580.5372340425532
snoek,580.6295097132287
eilds,580.786000616713
torsi,580.9495837187789
torus,581.0579710144928
gorse,581.0736971939561
grues,581.1617329633056
tehrs,581.5009250693802
baler,582.2340425531916
gater,582.2711995066297
bolas,582.290625963614
since,582.4576009867404
kails,582.4898242368179
astir,582.5559666975024
malts,582.5942028985507
limas,582.6478569226025
nerks,583.1096207215542
caids,583.1709836571076
salty,583.3117483811288
kalis,583.4056429232194
liner,583.4150477952513
sowar,583.4873573851371
canoe,583.6805427073697
sairs,583.8309435707679
nosey,583.8711069996917
copes,583.9064138143693
based,583.9236817761332
noahs,583.9468085106383
traps,584.0625963613937
botas,584.1028368794325
tyers,584.1732963305581
spite,584.2964847363553
teary,584.3541473943881
agios,584.3712611779215
lipas,584.6213382670367
alcos,584.7349676225717
koels,585.031606537157
